id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
1TpMVdyMPUzzbBy3M58iCc,Never Had A Dream Come True,45,240267,0,['S Club 7'],['1kM5rgJvkiDMOoKX56H6pX'],2001-11-26,0.643,0.536,5,-5.593,1,0.0278,0.485,0,0.0831,0.47100000000000003,122.919,4
3qdDjz9kOvquEFbvXBYOMQ,Tomorrow Comes Today,53,193600,0,['Gorillaz'],['3AA28KZvwAUcZuOKwyblJQ'],2001,0.7509999999999999,0.596,6,-4.593999999999999,1,0.0302,0.0071,0.57,0.10300000000000001,0.561,93.213,4
7IPZvGRrgZg7aycOyD0M19,Zivot doveka,1,263427,0,"['Aneta Nakovska', 'Petar Nečovski']","['7kDefgtjAaxAlA4U7A24In', '4qhmn1MFCVtifpzeDYPLOA']",2009-05-25,0.5720000000000001,0.884,5,-5.916,1,0.12,0.536,0.00000546,0.382,0.79,118.48200000000001,4
7kfTqGMzIHFWeBeOJALzRf,Headlines,54,235987,1,['Drake'],['3TVXtAsR1Inumwj472S9r4'],2011-11-15,0.636,0.5660000000000001,6,-7.16,0,0.106,0.365,0.00035299999999999996,0.0917,0.425,151.894,4
0zVTZGjiG2yHPYZ6hBpfuc,Light Years Away - Oliver Heldens Remix,1,296187,0,"['Tiësto', 'DBX', 'Oliver Heldens']","['2o5jDhtHVPhrJdv3cEQ99Z', '08tQwub0ulYRq9dRBKVS1r', '5nki7yRhxgM509M5ADlN1p']",2015-04-28,0.612,0.9209999999999999,9,-7.105,0,0.0493,0.00484,0.031,0.0931,0.278,126.00299999999999,4
5V1f5TtxftFAmDX6Kn26eq,Free Tibet (Mix Cut) - Vini Vici Remix,4,42336,0,"['Hilight Tribe', 'Vini Vici']","['62RdOEwjfXjFOQpKdufMR7', '29zsVzEH33dD5QqxeL8dvy']",2016-12-16,0.516,0.988,10,-8.586,0,0.0482,0.0005650000000000001,0.8290000000000001,0.121,0.37,102.06200000000001,1
4m6RbUWkjoTqWZPgZDyYNV,Don't Explain (08-14-45),3,203453,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1955,0.322,0.179,0,-11.061,0,0.0312,0.929,0.0000125,0.106,0.17600000000000002,124.292,4
1dhjer579Kbkv1WAb8kZP5,Weiße Rosen aus Athen,36,179400,0,['Nana Mouskouri'],['6p7iFdv6Wn9iaS7AwVLvod'],1963-01-01,0.33799999999999997,0.42200000000000004,1,-7.872000000000001,1,0.0303,0.762,0,0.212,0.748,138.83,4
7tquQVXsRBonx1p8DoI0Ej,Kyle-sangen,11,146067,0,['Aske Bentzon'],['61tW2othYTyjvsP3LLk4FO'],1983,0.672,0.44,2,-16.495,1,0.271,0.684,0.000028699999999999996,0.114,0.795,171.593,4
1v4wDiYS0D57OqpiG4Cfpi,"Vier letzte Lieder, TrV 296: 1. Frühling",26,225707,0,"['Richard Strauss', 'Jessye Norman', 'Gewandhausorchester Leipzig', 'Kurt Masur']","['6pAwHPeExeUbMd5w7Iny6D', '0zdBW3w3XzBuPMUEiarUUw', '0SlNRZ8zBLAgyB1lsoYxAa', '37Lr1lIJy824MQIENRUnZn']",1983-12-10,0.21,0.253,9,-17.015,1,0.0396,0.976,0.00542,0.254,0.0375,104.44200000000001,4
689g4bhsEA8zw69zKLf0oM,Rap Nu,12,286093,0,['Gunnar Nu Hansen'],['37c5GbwpEcLaQKIQKsmvPp'],1984-01-01,0.907,0.75,6,-10.324000000000002,0,0.0818,0.12,0.0175,0.07400000000000001,0.838,110.304,4
6H8vooGvxw4LvO6y01XHNY,Where We Belong - Demo; 2017 Remaster,33,173467,0,['Fleetwood Mac'],['08GQAI4eElDnROBrJRGE0X'],1987-04-13,0.711,0.5710000000000001,9,-12.097000000000001,1,0.031,0.307,0.00009790000000000001,0.10800000000000001,0.765,129.501,4
6ryFqdGLOHVjOxIlxtbFbu,Undskyld - Jeg Savner Dig,17,264267,0,['Thomas Helmig'],['2ytaRjGwyS3veZwsmr0SPj'],1988-09-29,0.625,0.536,0,-9.58,1,0.0318,0.145,0,0.0545,0.359,135.19299999999998,3
2jqIn3sVPk6Hgu4NUoHlBE,En Pige Og En Mand,12,316640,0,['Lis Sørensen'],['4XXfhoWXcfQol6IXKIXclH'],1988-12-22,0.491,0.5579999999999999,1,-12.642000000000001,0,0.0321,0.102,0.000816,0.092,0.284,87.971,4
1XD45KEQrltdZhCCJlQU26,Visen om Bamses fødselsdag,24,259493,0,"['Cast of ""Klatremus Og De Andre Dyr I Hakkebakkeskoven""']",['2L6SSLC9peq3htmWRfjH96'],1990,0.769,0.618,7,-16.574,1,0.0339,0.247,0.00000437,0.0448,0.7879999999999999,112.068,4
2Ek7APjm4D4NOmBHNHnerg,Texas Strut,34,291773,0,['Gary Moore'],['23wr9RJZg0PmYvVFyNkQ4j'],1990-01-01,0.33899999999999997,0.695,9,-13.331,1,0.0411,0.00228,0.115,0.272,0.496,90.244,4
1IntCviKhy4FQfAvft6bAx,Yippie Yeah,14,129960,0,"['Preben Kristensen', 'Viggo Sommer']","['0KWtgZfw6vmNET2dPnENHT', '58ZPFEpVGBlkUpEN7LGAGR']",1994,0.715,0.86,5,-8.093,0,0.14800000000000002,0.0672,0.00000144,0.312,0.813,97.985,4
3tUEE7n1eYUH3FzOSAGIpF,Fisk hele ugen,13,224893,0,['Ib Grønbech'],['1grMAykQREOpWt2mPU12UU'],1994,0.737,0.7290000000000001,9,-6.763,1,0.0314,0.129,0,0.0933,0.9570000000000001,146.488,4
4DpnM0U2QTIkueJJ9fBAWT,Til Ære For Dig,14,217667,0,['Poul Krebs'],['227XsEXGsqypprsCKbrG6u'],1995-03-23,0.65,0.8390000000000001,0,-5.135,1,0.0292,0.16699999999999998,0.0000659,0.22,0.833,109.73299999999999,4
7hgWpzTPiPxKlPl4M9kHHV,Ducktoy - Short Cut,32,205160,0,['Hampenberg'],['7ssfFZ8qtx1YbG1XxYoTzY'],2001-01-01,0.677,0.993,6,-6.348,1,0.0979,0.0000686,0.8109999999999999,0.32,0.25,138.011,4
5OHKxYpxmqFlZyPiu7Yj8Q,Brace Yourself - Acoustic Version,34,227960,0,['Howie Day'],['0ekbDNE2eOq8QiaXM34wer'],2003-11-04,0.574,0.305,8,-10.395999999999999,1,0.0256,0.792,0.0000155,0.0875,0.31,80.498,4
4ahv5Hp2n2UL6z0pKHw84a,"Bach: St. Matthew Passion, BWV 244, Pt. 2: No. 55, Recitative ""Und da sie ihn verspottet hatten"" (Evangelist)",7,69067,0,"['Johann Sebastian Bach', 'Otto Klemperer', 'Philharmonia Orchestra']","['5aIqB5nVVvmFsvSdExz408', '2ljDHW0zt90SrHDwjVIGXs', '09KZU0NsS7jRa5p0SflmGY']",1962,0.375,0.0379,7,-30.500999999999998,1,0.0384,0.868,0.00000365,0.304,0.102,95.811,5
1n0uKezqxFrofLZZSF99e7,Svaka vont að vera einn,3,128313,0,['Ríó tríó'],['2XmN30tPAqhCHFb8pKl1wU'],1973-01-01,0.55,0.7120000000000001,9,-10.839,1,0.0757,0.16399999999999998,0,0.899,0.903,126.92200000000001,4
5Pi0vvpDPzsfqFREECs2l1,Í gistihúsinu,1,67106,0,['Leikhópurinn Síglaðir söngvarar'],['0LHsz4yIVFyWZfQZnpkcAX'],1973-01-01,0.727,0.201,8,-20.489,1,0.9420000000000001,0.902,0,0.284,0.7120000000000001,124.65,4
6TnhdgLHp28Y3yyA8Jo7W6,Vinarkveðja,1,251937,0,"['Lummurnar', 'Gunnar Þórðarson']","['09BYTrHfdTKpcSRBOfwdST', '0pAQ2gdDNTMlPG48zfqDBi']",1977-01-01,0.431,0.5710000000000001,9,-11.662,1,0.0363,0.20800000000000002,0.195,0.11699999999999999,0.522,160.214,4
1RXech6ziWN8swepVUypaV,Þú hefur valið,1,242649,0,['Bubbi Morthens'],['0MtTfq27LQu7CmE5t308Up'],1981-01-01,0.713,0.613,7,-11.712,1,0.0645,0.332,0.239,0.0945,0.938,131.91299999999998,4
4DqEDFO7IWPrvwPufxso5D,One Day,4,324151,0,['Björk'],['7w29UYBi0qsHi5RTcv3lmA'],1993,0.62,0.509,0,-13.353,1,0.0355,0.0055,0.00228,0.122,0.192,105.177,4
1Ikulm0VvEJaFmMicW3Rs6,Working Man,38,264200,0,['Rita MacNeil'],['0gx2oyS38qjt5BP8lGxgye'],1993-01-01,0.534,0.469,5,-10.605,1,0.0262,0.609,0.000162,0.155,0.395,97.244,4
0PA24KdR2K3i8ATEq6E1kW,Hrognin eru að koma,3,185527,0,['Utangarðsmenn'],['7eocs27Q2bcFRwcREaQNSF'],1994-01-01,0.537,0.7609999999999999,0,-11.264000000000001,1,0.0362,0.00722,0,0.617,0.637,116.429,4
4a8dR8XKOBOMxUSr8UT58W,"Concerto en ré mineur, BWV 974: II. Adagio",54,253413,0,"['Johann Sebastian Bach', 'Alexandre Tharaud']","['5aIqB5nVVvmFsvSdExz408', '5HG9Eg7Ik8ZuNtMyGYTxLG']",2005,0.354,0.0322,2,-27.491999999999997,0,0.0435,0.992,0.955,0.10400000000000001,0.0638,67.872,4
4NuR5ciNsgscCfn3x1azMK,Ég er kominn heim,25,215249,0,['Helgi Björnsson'],['7a0EHDYu3wAgR3qiC87Mm0'],2011-01-01,0.493,0.35,2,-9.216000000000001,1,0.0243,0.738,0.00000223,0.161,0.18100000000000002,98.319,3
23fdUFQ3deRCaUGbl3Gxq9,Vinalagið,21,211720,0,['Skoppa og Skrítla'],['1fZoBtZZy6UQjfs5LSS1mp'],2014-01-01,0.523,0.652,9,-7.311,1,0.0322,0.131,0.00000344,0.6729999999999999,0.841,199.78900000000002,4
2TL4xnA5BZLYCxHJTj3xM0,Í næsta lífi,28,203778,0,['XXX Rottweiler hundar'],['7qIjoxeFUbAp5rtEA7uctP'],2016-05-17,0.595,0.628,9,-7.627000000000001,1,0.0773,0.013000000000000001,0,0.0606,0.21100000000000002,147.99,4
7ifA2xcOgiR4Shj2SLQpfc,Honný,24,208500,0,['Hipsumhaps'],['0Hc3yVWeBOkwf4jCW79BLh'],2019-09-22,0.525,0.395,5,-12.385,1,0.0533,0.5660000000000001,0.00933,0.156,0.16699999999999998,82.98200000000001,4
6TaAa9Mvf7pWHbjloawa7h,La Chanson de Craonne,12,216133,0,"['E. Amado', 'A. Dauchy']","['0lvaGcbtqLsUWHoN3AbtpF', '4GYHnwFY5GxF0FbAnmtS0p']",1960-01-01,0.534,0.125,5,-16.586,1,0.0601,0.986,0,0.29600000000000004,0.647,82.652,4
52kjHekOsUeuSSny5eYxyp,Just Don't Want to Be Lonely - Remastered Version,7,437773,0,['Blue Magic'],['7tLLSEaHMMJPbsYAz8MkEw'],1974,0.5529999999999999,0.645,5,-8.361,1,0.0584,0.0825,0.0000622,0.066,0.6829999999999999,142.135,4
29cuf2v06xNKtTNLxE3FL0,"Månen tur och retur, del 25",22,98773,0,"['Tintin', 'Tomas Bolme', 'Bert-Åke Varg']","['6aMD1KAa5i3Myy61cR8FiW', '7HjbJ8V87zrxkSzL1KieQk', '71ADe4Zg9UyE8WQEHbJSXM']",1977-06-05,0.595,0.8,9,-10.540999999999999,1,0.904,0.813,0.00000317,0.26899999999999996,0.27,59.022,4
6OZNbdubAFtK8exjxez1QN,Ensacado,25,265533,0,['Cátia de França'],['0Pn49e9KBqcekfXpSAGgAM'],1979,0.58,0.609,4,-5.627000000000001,0,0.0303,0.622,0.016,0.105,0.33299999999999996,107.169,4
1Yc8lF4mahWjkXEF7EEqPw,017 - auf großer Fahrt - Teil 03,27,72280,0,['Fünf Freunde'],['1hD52edfn6aNsK3fb5c2OT'],1982-09-01,0.728,0.6579999999999999,11,-8.898,0,0.7390000000000001,0.6629999999999999,0,0.114,0.846,81.758,3
0pCctNcncyfHsLJ2StW7wN,ดาว,19,254120,0,['Sudhep Wongsakamhaeng'],['3pviRYBHfcYXaEbIjXnEs9'],1986-11-15,0.235,0.265,3,-10.31,1,0.0328,0.68,0.0217,0.27,0.128,135.011,4
4zaRUYzbVWwnVEEaPV9mGR,ดาราทีวี,9,160673,0,['The Innocent'],['3iNBukSfKZ6uId41Ijm8Xs'],1986-09-01,0.778,0.815,4,-6.841,1,0.0513,0.293,0.0000107,0.0947,0.97,133.477,4
6KxDvygudtamJkgZnZlwH6,คำมั่นสัญญา,11,204467,0,['Bird Thongchai'],['1UYjFeWiTTiOfDRYvUmJul'],1988-01-12,0.16699999999999998,0.193,4,-15.074000000000002,1,0.0363,0.904,0.162,0.083,0.165,65.919,3
6RZANlQX2pkLm02ImMrYKK,"066 - Gauner mit der ""Goldenen Hand"" - Teil 13",28,97640,0,['TKKG Retro-Archiv'],['0i38tQX5j4gZ0KS3eCMoIl'],1989-05-01,0.604,0.7070000000000001,10,-8.785,0,0.389,0.573,0,0.436,0.628,154.849,4
0EKoBdERPuSX8pKxWUt6k4,Da Ti Guzvam Postelju,32,252293,0,['Ipce Ahmedovski'],['7fLVhatYFxPP41u0T20kYg'],1990-01-01,0.6409999999999999,0.541,11,-13.262,0,0.155,0.48,0.00000225,0.127,0.7959999999999999,149.562,4
0QLfwRtHsTHDaSb1rBVPnT,Ay Que Ventanas Tan Altas,32,169273,0,['Pepe Aguilar'],['03Yb3iBy9GCifXiATEFcit'],1991-12-19,0.634,0.295,5,-9.174,1,0.0527,0.66,0.0000341,0.193,0.975,125.02600000000001,4
081oMZSOzhiklgYPkySdTO,Malandragem da um Tempo,37,412427,0,"['Thaíde & DJ Hum', 'DJ Hum', 'Lino Crizz & Che Leal']","['26hFGAboiK1hGyRCXdfOq3', '37hCu82ZWZlLCf6gs1H8Gf', '2NIUrYD2qwstVOfHwkuBtk']",1996,0.7759999999999999,0.45299999999999996,1,-15.887,1,0.242,0.3,0,0.0745,0.8809999999999999,78.557,4
2xbd2KVX1FIZ2Ydvqw2htn,ค้นใจ,26,198387,0,['J Jetrin'],['4PYbhZM7jmP5FCmk6ZErW3'],1998-06-11,0.648,0.295,4,-11.470999999999998,1,0.0278,0.745,0,0.17600000000000002,0.373,81.99,4
0XV6pfqYEx0yubESFk2Cu0,Berita Cuaca,37,391893,0,['Boomerang'],['5cQzEZp11I3of5jdQ2GAVK'],1998-01-01,0.669,0.878,9,-4.3580000000000005,1,0.0365,0.0125,0.000129,0.364,0.746,110.803,4
0HBu6BMbM88gtKnDEdMPm0,"Um Amor, Um Lugar - Ao Vivo",38,184453,0,['Os Paralamas Do Sucesso'],['7EM9m7HOXxVgP9oEpDDv70'],1999-08-05,0.308,0.925,7,-5.737,1,0.0692,0.14300000000000002,0.0000468,0.69,0.596,185.808,4
4D9vnRJphsVV0jRXnU0m6b,ปู่ไข่ไก่หลง,20,183280,0,['ชายธง ทรงพล'],['7aN1swDngNkgRfNfmqZnRD'],2001,0.7170000000000001,0.741,7,-5.8229999999999995,1,0.0317,0.439,0,0.304,0.701,120.117,4
51Ix0wGIK5tYdlcabLQCZL,ความทรงจำสีจาง - เพลงประกอบภาพยนตร์ แฟนฉัน,39,183173,0,['Palmy'],['3yfUy4dhvq5DwrSMsEE6od'],2005-03-15,0.39,0.324,2,-8.484,1,0.0305,0.499,0,0.11599999999999999,0.363,144.259,4
0crQgJedGkDrbIS0dDNQFt,เจ็บแค่ไหนก็ยังรักอยู่ - เพลงประกอบละคร อย่าลืมฉัน,2,248843,0,"[""Yes'sir Days"", 'Fymme Bongkot']","['5fWMZzHHJQmCVt3W2ejVbV', '5DU5PyU8u0JZSRyJdMWgsl']",2014-11-27,0.63,0.74,10,-5.324,1,0.0386,0.301,0.00000211,0.10099999999999999,0.46399999999999997,132.03799999999998,4
0aJAcYxpDXLiBgNw0z040V,HAPPY ANNIVERSARY,42,289855,0,['Atom Chanakan'],['2iLCiSxdwUMDEfqyfkuLEw'],2019-10-25,0.512,0.565,9,-10.638,1,0.289,0.536,0,0.0804,0.5660000000000001,168.19400000000002,4
5NkrE6pCzZuzeVhM1CScTN,Rio Grande,5,109187,0,['Alan Mills and the Four Shipmates'],['1xA7h2y7XqBzIY2X89lagZ'],1957-01-01,0.763,0.257,1,-12.955,1,0.0489,0.9840000000000001,0,0.44,0.64,111.535,3
28eCHKOLTqWzduq9CfQBKQ,Rake Rør Og Fri Eksos,8,165216,0,['Bruno Skogmann'],['4HPwuZtYfBiBvJQuT7J6Wm'],1975-09-01,0.473,0.581,10,-13.883,1,0.1,0.28600000000000003,0,0.588,0.873,160.879,4
1IGNXhIJ5iY6h3dMqUwX6y,Rytmeeventyret,8,96373,0,['Trond-Viggo Torgersen'],['71nrP3Yj7QwXoxJWtLJLYP'],1976-09-11,0.733,0.556,7,-6.925,1,0.31,0.0765,0,0.293,0.6970000000000001,88.83,4
4Fd3PLV1eWKmWt3MvQp6kq,Kom Sommarvijnn,22,151813,0,['Tove Karoline Knutsen'],['0H20aoTibm2Q403c4RD4Dk'],1980,0.384,0.10800000000000001,9,-15.921,1,0.0299,0.8759999999999999,0.00000246,0.0919,0.245,99.838,3
44AMQNoAHTLibywzdsqfvb,Tomgodsets Dronning,16,280760,0,['De Musikalske Dvergene'],['5om5WHCmmTBTNiI6BM8SGF'],1989,0.652,0.35,9,-12.668,1,0.0452,0.302,0,0.145,0.252,108.444,4
0jSXLqWJIaEMStUlKicuwz,Eg Såg Lyset,12,206893,0,['Vestlandsfanden'],['5ZrCU1yUpaSzOHwo2YfAWn'],1989-01-01,0.501,0.667,9,-9.894,1,0.0501,0.205,0,0.297,0.792,81.02,4
1bM5fXS5imeHh9gRwSB0AS,Real Wild Child - Villmænn,14,193000,0,['Vazelina Bilopphøggers'],['4FC10Nffya2LWWVBfrw0gr'],1996-01-01,0.529,0.8390000000000001,9,-6.903,1,0.0413,0.0008789999999999999,0.182,0.11199999999999999,0.93,80.199,4
6wv7HCuKIKGewRwjHSHSMk,A Guy Like That,43,231533,0,['The Refreshments'],['31oqOoeYTFXYaENhMINVl8'],2000-05-02,0.625,0.899,0,-3.908,1,0.0399,0.248,0.0000109,0.35,0.973,150.015,4
7INhO4ADgVyGVr3ivV4I1D,Som jag hade dig förut,51,224293,0,['Melissa Horn'],['0tOdy7SqogILIjzGU2hSr5'],2008-04-28,0.72,0.335,5,-12.636,1,0.0369,0.7090000000000001,0.0008869999999999999,0.105,0.402,120.04700000000001,4
3IRg7GJWAq574gJ4KtO7xA,"The Road to Hell, Pt. 1 & 2 - New Version 2008",46,392640,0,['Chris Rea'],['5KEG7G8LDYlHgFDqZyEEs2'],2008-09-26,0.562,0.6890000000000001,9,-9.717,0,0.0361,0.01,0.023,0.0481,0.462,133.982,4
1aMO78pSbuF2KkiwjuZwvs,Milf og pils,49,228177,0,['Vassendgutane'],['5sSnMyOXFRHWNFcC2LgdT2'],2015-05-15,0.547,0.887,7,-5.848,1,0.0304,0.0232,0.000897,0.278,0.8190000000000001,154.988,4
7hrjgvlXwv7MTrMzmeQPn4,Målløs,40,205303,0,"['Skei & PT', 'Serlina']","['1F4NLUTwRsFlczHZ4TppzV', '6srwgWWqUoJY2gS8Gevfjr']",2016-12-02,0.67,0.815,7,-4.387,0,0.0584,0.0227,0,0.12,0.479,94.98,4
7vvAFXzF1wmH1VWOqu293S,Música Clásica: Yo Soy Un Joven Músico… (Terceto) - Remastered,5,113640,0,"['Ruperto Chapí', 'José Estremera', 'Ana Maria Iriarte', 'Jose Maria Maiza', 'Gerardo Monreal', 'Ataúlfo Argenta', 'Orquesta Sinfonica', 'Ruperto ChapRuperto Chapí']","['7mWFp7NLj1jdHAycP5z5kH', '020PoGNLxW6RKmIkhjX8E9', '0FEsF09t7dVmOUaQYDsndE', '1VxkBuihFsNz71OrKenKzi', '1yW8yfmDXz70IU7RTxrXfa', '16Tv8Es1dOEzT0hHKA9ChT', '7qkT6wUobs961XlRvm7eo3', '62jsEeCb9FEI58PWoBe2NV']",1957-01-01,0.84,0.401,9,-9.932,0,0.105,0.981,0,0.12,0.706,86.538,4
0PAqRqwVP3yczddhNuWPkv,Tonight Will Be Fine,10,227133,0,['Leonard Cohen'],['5l8VQNuIg0turYE1VtM9zV'],1969,0.441,0.032,9,-29.156999999999996,1,0.036000000000000004,0.915,0.723,0.0771,0.45,100.96799999999999,4
7z0xdfWcF4ZNTu51nFL4Q4,Amores a Solas,15,281333,0,['Rocío Jurado'],['1FlYevYLENR3IMgMlnMvf9'],1979,0.603,0.45399999999999996,11,-13.82,0,0.0523,0.26,0,0.0476,0.36200000000000004,118.977,4
5WVI8OE2tSYtDz9bpEnjqL,¡Que Desilusión!,33,224307,0,['Leño'],['5CA8MVh6ESzTlJcsB8wcFJ'],1982-07-01,0.67,0.885,11,-5.693,0,0.0366,0.000601,0.00014099999999999998,0.24100000000000002,0.7170000000000001,116.137,4
4dqsLSqpywuGDiq7TyPVtq,Espaloian,25,262573,0,['Itoiz'],['374CMEgFxOe0LvYBBbeb9u'],1985-05-15,0.6609999999999999,0.445,7,-10.690999999999999,1,0.0236,0.0909,0.0155,0.11,0.42200000000000004,93.992,4
1z9fqEHIkmU0nWNN8mxPyE,Imagen Publica,22,240000,0,['Radio Futura'],['4qKJA8Cf8R44cMThP6q8KM'],1990-03-20,0.742,0.716,9,-11.280999999999999,1,0.0268,0.133,0.00000421,0.0633,0.938,126.40100000000001,4
60Hh6DVvcOamorYRGzXjeL,Dame Un Silbidito,36,98000,0,['Pablo Palos'],['7hvwlgSOBOI9oB1Vgy6D9g'],1992-01-01,0.594,0.384,7,-12.724,1,0.243,0.88,0.00000635,0.47200000000000003,0.883,111.087,4
2kaHorrtVLo9brE37NQvGa,Esta soy yo,50,259253,0,['El sueño de Morfeo'],['2BObknRAxgoXmrf6MkO7VR'],2005-03-07,0.654,0.821,5,-4.163,1,0.0352,0.187,0,0.485,0.5539999999999999,112.05799999999999,4
6MICFEbdKWygS7HJEeEMXW,"Candela, Candela",35,222000,0,['El Mani'],['6NWSDWfljs978gCyklAIZn'],2006-12-15,0.555,0.784,10,-4.678999999999999,0,0.0807,0.615,0.0000166,0.281,0.8320000000000001,174.222,3
03WLXQtzvBFf6WTTnZEopO,Donna (feat. Andrés Dvicio),55,186317,0,"['Sergio Dalma', 'Andrés Dvicio']","['7x6XYw3yCC67Pizi4o0wvZ', '2ZWi2iA1WTeyDUTbOBHVwC']",2019-11-09,0.726,0.6809999999999999,7,-7.841,1,0.127,0.0205,0,0.0763,0.905,104.99600000000001,4
0poRT891NutRYjdrfAmoR0,When You're Away,3,194520,0,['Carmen McRae'],['2E3nXyfocf7qfHAIFNbBuj'],1959-01-01,0.35200000000000004,0.0511,5,-16.755,0,0.0359,0.96,0.0008730000000000001,0.26899999999999996,0.11599999999999999,130.477,4
0RS2iO0MFJJR8KQXIqWXtR,I'm Going Home (To See My Baby),2,135158,0,['The Spotnicks'],['2nbojC3X4fF9bi5krjQrn2'],1962-02-17,0.499,0.904,9,-1.7269999999999999,1,0.0523,0.6779999999999999,0,0.122,0.7490000000000001,131.72,4
7sC6TM8pT4pgJGAAlnaE9b,A Hard Day's Night,16,201400,0,['Ella Fitzgerald'],['5V0MlUE1Bft0mbLlND7FJz'],1965-01-01,0.5670000000000001,0.8140000000000001,7,-9.74,1,0.493,0.8,0,0.976,0.62,124.198,4
3gdZAtBCzxeydjgTB7b1df,Fight for Your Life,25,244000,0,['Judas Priest'],['2tRsMl4eGxwoNabM08Dm4I'],1979,0.505,0.9109999999999999,9,-6.4670000000000005,0,0.086,0.0033399999999999997,0.00207,0.0599,0.526,136.304,4
5hNTXlT5srUvhkGyADFE9S,019 - und der Teufelsberg - Teil 29,36,70667,0,['Die drei ???'],['3meJIgRw7YleJrmbpbJK6S'],1980-10-04,0.652,0.446,9,-12.81,1,0.7979999999999999,0.61,0,0.705,0.42200000000000004,130.005,5
37joXOkpsX8bOPboLCRQLM,Копаница и ръченица,11,273660,0,['Орк. жътвари'],['13oYARFx7fz7wvuPXxYSGJ'],1985-06-01,0.382,0.946,1,-9.549,0,0.0669,0.7090000000000001,0.917,0.308,0.9640000000000001,128.727,3
4a2SPRYKUwIn0j8u0rpw8P,Oblatsi,5,204187,0,['Hipodil'],['20qamxPPXehfhxaX7LnmhB'],1994,0.41,0.731,9,-7.49,1,0.0413,0.0363,0.000576,0.114,0.742,91.88600000000001,4
0u2OLBB8Tgk2Md7qH00cUH,Soulless,26,297760,0,['Running Wild'],['7954VFaZClkL503srfV5PE'],1994-03-24,0.348,0.995,11,-4.953,1,0.07200000000000001,0.00301,0.0472,0.24,0.14,170.13,4
3SfMA41hQ7vn1LBSLZgjaZ,Soul Shadows,35,303907,0,['Joe Sample'],['4H2b90USTVSstPktwUsDZE'],1997-07-25,0.7240000000000001,0.424,5,-12.728,0,0.0553,0.377,0.0293,0.0412,0.833,91.656,4
4UBVWCLeOcw3GzJ7jmOrcC,Чаша кафе,24,192453,0,"['Toni Dimitrova', 'Пламен Ставрев']","['1PXfmxVOhU4tXzDmmdziKV', '2MFIzib9P8KCNzh9sLq6dp']",2002-11-06,0.696,0.696,5,-8.408999999999999,0,0.11199999999999999,0.122,0,0.301,0.5660000000000001,101.98899999999999,4
3tEXraUmzHhhCisgXS71ee,Golemite Roga,20,196613,0,['Emanuela'],['1lxHE7dVKOVaIjGOIu8svG'],2010-06-28,0.632,0.929,11,-3.985,0,0.0631,0.0566,0.00000274,0.292,0.747,105.01,4
5xJJJHnbc83snUXMZGNn5F,Dalinda,44,205102,0,['Alex Mica'],['2qOXqkXhb2jLvRboQBqXGo'],2011-11-23,0.7040000000000001,0.863,1,-4.953,1,0.0378,0.0621,0.00000319,0.377,0.541,128.046,4
50lBkYSwOyvqY3e4u87jKD,По-лошият герой,22,418184,0,['F.O.'],['5jmUbV4BwbDJYjw2qeRAmI'],2012-04-04,0.762,0.406,1,-14.109000000000002,0,0.33899999999999997,0.077,0,0.11800000000000001,0.285,139.968,4
4uc1UnCidAuUZklcubx0vV,California - Radio Edit,18,192651,0,['Mario Joy'],['5vXaOM4qLtPsB6s3pYmbir'],2016-02-08,0.705,0.835,2,-4.3180000000000005,1,0.11599999999999999,0.00229,0.0428,0.13699999999999998,0.2,82.999,4
7yKBkLHhhWmwleFeMjZhEb,Cuando Yo Me Muera (Gato),2,113280,0,['Octavio Corvalan'],['42RZpRulrNmL5LfGGxtpNd'],1953-01-01,0.851,0.105,2,-20.217,1,0.129,0.993,0.007559999999999999,0.11699999999999999,0.6559999999999999,112.06,4
6PzYsnIJqi6nOpEel3ghJi,Taking their time right,19,153576,1,['Kmspico'],['5uVAOJ1IdTfAzCFyTTr0g6'],2001-06-08,0.6859999999999999,0.9470000000000001,10,-1.962,0,0.0724,0.0908,0.00984,0.285,0.897,179.09,4
5DkkMpLWTxNLG6XaqZaH7c,Si Te Aceptan,19,203832,0,['Maxi4000'],['40POXm3I0NUdoG2vu00ERX'],2005-09-25,0.732,0.79,1,-8.168,0,0.0518,0.428,0.000169,0.139,0.912,157.20600000000002,4
6YaqyL5VcxARFDRiil0QxK,No Voy a Llorar - En Vivo,30,199733,0,['Gerardo Morán'],['6ROpkOxyzXCMzyaoI1kEXx'],2014-07-01,0.7070000000000001,0.8140000000000001,11,-0.622,0,0.0286,0.0193,0.0000265,0.0522,0.733,144.899,4
1sCqf7yeIi4pymz0D3C1sz,Entiendo,36,255400,0,['Fausto Miño'],['6DJKy0cY13Fn5f2Vj64lo0'],2017-06-01,0.705,0.634,2,-4.794,1,0.0426,0.267,0,0.157,0.48700000000000004,79.984,4
4R1h14xIVQMmLitSEiGiV7,Aşk Böyledir,5,195632,0,['Alpay'],['54dXUQ28NmpBHImIXjRsUg'],1972-04-09,0.485,0.503,9,-10.311,0,0.0393,0.6679999999999999,0,0.0844,0.953,90.87200000000001,4
